Move Number,Eval,Centipawn Loss,Time Left,Time Spent
24w,0.0,0.07,65,1
24b,0.0,0,78,2
25w,0.0,0,62,3
25b,0.0,0,75,3
26w,0.0,0,62,0
26b,0.0,0,72,3
27w,0.0,0,59,3
27b,0.0,0,72,0
28w,0.0,0,59,0
28b,0.0,0,64,8
29w,0.0,0,54,5
29b,0.0,0,59,5
30w,0.0,0,46,8
30b,0.0,0,55,4
31w,-0.59,0.59,36,10
31b,0.0,0.59,53,2
32w,0.0,0,34,2
32b,0.85,0.85,51,2
33w,0.72,0.13,33,1
33b,1.24,0.52,46,5
34w,1.27,0,27,6
34b,6.93,5.66,43,3
35w,6.92,0.009999999999999787,20,7
35b,6.87,0,38,5
36w,6.77,0.10000000000000053,17,3
36b,6.63,0,37,1
37w,5.01,1.62,15,2
37b,8.09,3.08,35,2
38w,7.87,0.21999999999999975,14,1
38b,10.18,2.3099999999999996,33,2
39w,7.0,3.1799999999999997,13,1
39b,6.88,0,31,2
40w,6.5,0.3799999999999999,11,2
40b,6.64,0.13999999999999968,29,2
41w,6.52,0.1200000000000001,9,2
41b,6.65,0.13000000000000078,27,2
42w,6.57,0.08000000000000007,9,0
42b,7.03,0.45999999999999996,24,3
43w,6.91,0.1200000000000001,8,1
43b,7.0,0.08999999999999986,21,3
44w,6.77,0.23000000000000043,8,0
44b,7.36,0.5900000000000007,20,1
45w,6.58,0.7800000000000002,8,0
45b,7.3,0.7199999999999998,18,2
46w,7.2,0.09999999999999964,8,0
46b,7.37,0.16999999999999993,16,2
47w,6.8,0.5700000000000003,7,1
47b,8.91,2.1100000000000003,13,3
48w,6.74,2.17,6,1
48b,12.72,5.98,13,0
49w,10.02,2.700000000000001,4,2
49b,10.0,0,10,3
50w,10.0,0,3,1
50b,10.0,0,10,0
51w,10.0,0,3,0
51b,10.0,0,10,0
52w,10.0,0,2,1
52b,10.0,0,10,0
53w,-6.48,16.48,2,0
53b,-6.22,0.2600000000000007,8,2
54w,-5.93,0,2,0
54b,70.71,76.63999999999999,8,0
55w,-22.0,92.71,2,0
55b,-10.79,11.21,7,1
56w,-52.52,41.730000000000004,1,1
56b,-17.57,34.95,7,0
57w,-10.0,0,0,1
57b,-10.0,0,7,0
58w,-10.0,0,0,0
58b,10.0,20.0,6,1
1w,0.09,0,60,0
1b,0.31,0.22,60,0
2w,0.06,0.25,59,1
2b,0.35,0.29,59,1
3w,-2.33,2.68,58,1
3b,-2.05,0.28000000000000025,59,0
4w,-2.32,0.27,56,2
4b,-2.05,0.27,59,0
5w,-2.43,0.38000000000000034,55,1
5b,-2.35,0.08000000000000007,58,1
6w,-2.56,0.20999999999999996,55,0
6b,-2.24,0.31999999999999984,57,1
7w,-2.29,0.04999999999999982,53,2
7b,-2.15,0.14000000000000012,55,2
8w,-2.32,0.16999999999999993,52,1
8b,-2.22,0.09999999999999964,54,1
9w,-2.46,0.23999999999999977,51,1
9b,-2.22,0.23999999999999977,52,2
10w,-2.69,0.46999999999999975,50,1
10b,-2.71,0,51,1
11w,-3.02,0.31000000000000005,49,1
11b,-2.97,0.04999999999999982,50,1
12w,-3.2,0.22999999999999998,47,2
12b,-1.74,1.4600000000000002,49,1
13w,-1.53,0,46,1
13b,-0.85,0.68,48,1
14w,-0.87,0.020000000000000018,45,1
14b,-0.9,0,48,0
15w,-0.93,0.030000000000000027,44,1
15b,-0.75,0.18000000000000005,46,2
16w,-0.89,0.14,43,1
16b,-0.94,0,43,3
17w,-0.63,0,42,1
17b,-0.5,0.13,40,3
18w,-0.36,0,41,1
18b,-0.3,0.06,38,2
19w,-0.53,0.23000000000000004,39,2
19b,-0.4,0.13,37,1
20w,-0.94,0.5399999999999999,38,1
20b,1.06,2.0,35,2
21w,0.23,0.8300000000000001,37,1
21b,1.4,1.17,33,2
22w,1.32,0.07999999999999985,36,1
22b,6.38,5.06,29,4
23w,6.07,0.3099999999999996,35,1
23b,6.36,0.29000000000000004,29,0
24w,6.25,0.11000000000000032,34,1
24b,6.0,0,25,4
1w,0.09,0,600,0
1b,0.31,0.22,600,0
2w,0.18,0.13,599,1
2b,0.35,0.16999999999999998,596,4
3w,0.35,0,597,2
3b,0.32,0,594,2
4w,0.24,0.08000000000000002,596,1
4b,0.29,0.04999999999999999,594,0
5w,0.21,0.07999999999999999,594,2
5b,0.47,0.26,593,1
6w,0.42,0.04999999999999999,593,1
6b,0.49,0.07,591,2
7w,0.87,0,592,1
7b,0.82,0,590,1
8w,0.72,0.09999999999999998,590,2
8b,0.88,0.16000000000000003,583,7
9w,0.77,0.10999999999999999,590,0
9b,1.02,0.25,580,3
10w,0.85,0.17000000000000004,588,2
10b,1.26,0.41000000000000003,568,12
11w,1.18,0.08000000000000007,585,3
11b,1.55,0.3700000000000001,552,16
12w,1.59,0,582,3
12b,1.6,0.010000000000000009,549,3
13w,1.39,0.2100000000000002,581,1
13b,1.96,0.5700000000000001,542,7
14w,1.64,0.32000000000000006,559,22
14b,2.52,0.8800000000000001,527,15
15w,2.5,0.020000000000000018,557,2
15b,2.3,0,518,9
16w,2.06,0.23999999999999977,555,2
16b,3.36,1.2999999999999998,511,7
17w,2.6,0.7599999999999998,545,10
17b,2.72,0.1200000000000001,497,14
18w,2.59,0.13000000000000034,542,3
18b,2.67,0.08000000000000007,493,4
19w,1.51,1.16,531,11
19b,4.6,3.09,478,15
20w,4.43,0.16999999999999993,528,3
20b,4.6,0.16999999999999993,477,1
21w,4.4,0.1999999999999993,527,1
21b,7.0,2.5999999999999996,474,3
22w,6.77,0.23000000000000043,522,5
22b,6.56,0,463,11
23w,4.4,2.1599999999999993,513,9
23b,4.41,0.009999999999999787,460,3
24w,4.32,0.08999999999999986,511,2
24b,4.42,0.09999999999999964,429,31
25w,4.36,0.05999999999999961,507,4
25b,7.28,2.92,414,15
26w,7.24,0.040000000000000036,497,10
26b,7.16,0,412,2
27w,6.89,0.27000000000000046,496,1
27b,6.8,0,401,11
28w,6.45,0.34999999999999964,485,11
28b,10.0,3.55,368,33
29w,10.0,0,481,4
29b,10.0,0,366,2
1w,0.09,0,300,5
1b,0.17,0.08000000000000002,300,5
2w,0.03,0.14,303,2
2b,0.17,0.14,304,1
3w,0.08,0.09000000000000001,307,1
3b,0.09,0.009999999999999995,309,0
4w,0.03,0.06,311,1
4b,0.3,0.27,313,1
5w,0.11,0.19,315,1
5b,0.21,0.09999999999999999,317,1
6w,0.0,0.21,319,1
6b,0.04,0.04,320,2
7w,0.0,0.04,322,2
7b,0.12,0.12,322,3
8w,0.14,0,326,1
8b,0.2,0.06,322,5
9w,0.14,0.06,329,2
9b,0.32,0.18,318,9
10w,0.33,0,329,5
10b,0.45,0.12,302,21
11w,-0.6,1.05,317,17
11b,-0.51,0.08999999999999997,297,10
12w,-0.34,0,311,11
12b,0.09,0.43000000000000005,297,5
13w,0.15,0,253,63
13b,0.57,0.41999999999999993,284,18
14w,0.24,0.32999999999999996,223,35
14b,2.2,1.9600000000000002,136,153
15w,1.51,0.6900000000000002,206,22
15b,6.38,4.87,127,14
16w,6.21,0.16999999999999993,204,7
16b,9.44,3.2299999999999995,130,2
17w,8.27,1.17,177,32
17b,10.0,1.7300000000000004,119,16
18w,10.0,0,143,39
18b,10.0,0,85,39
19w,10.0,0,143,5
19b,10.0,0,79,11
20w,36.66,0,129,19
20b,10.0,0,81,3
1w,0.09,0,600,0
1b,0.17,0.08000000000000002,600,0
2w,0.0,0.17,598,2
2b,0.05,0.05,598,2
3w,-0.3,0.35,598,0
3b,-0.21,0.09,597,1
4w,-0.4,0.19000000000000003,598,0
4b,-0.25,0.15000000000000002,596,1
5w,-0.39,0.14,596,2
5b,-0.16,0.23,595,1
6w,-0.33,0.17,595,1
6b,-0.16,0.17,593,2
7w,-0.64,0.48,586,9
7b,0.61,1.25,545,48
8w,0.55,0.05999999999999994,578,8
8b,2.14,1.59,477,68
9w,1.92,0.2200000000000002,576,2
9b,2.07,0.1499999999999999,475,2
10w,1.11,0.9599999999999997,573,3
10b,2.8,1.6899999999999997,455,20
11w,2.82,0,546,27
11b,3.14,0.3200000000000003,444,11
12w,1.46,1.6800000000000002,545,1
12b,2.66,1.2000000000000002,413,31
13w,0.3,2.3600000000000003,446,99
13b,0.9,0.6000000000000001,410,3
14w,0.92,0,445,1
14b,2.75,1.83,356,54
15w,1.82,0.9299999999999999,415,30
15b,2.47,0.6500000000000001,313,43
16w,1.74,0.7300000000000002,385,30
16b,1.75,0.010000000000000009,184,129
17w,1.7,0.050000000000000044,357,28
17b,1.71,0.010000000000000009,178,6
18w,0.92,0.7899999999999999,352,5
18b,0.87,0,169,9
19w,0.9,0,307,45
19b,0.92,0.020000000000000018,167,2
20w,0.72,0.20000000000000007,305,2
20b,0.82,0.09999999999999998,166,1
21w,0.87,0,262,43
21b,1.11,0.2400000000000001,161,5
22w,0.29,0.8200000000000001,249,13
22b,1.57,1.28,159,2
23w,1.45,0.1200000000000001,133,116
23b,2.73,1.28,98,61
24w,2.74,0,131,2
24b,4.22,1.4799999999999995,96,2
25w,4.05,0.16999999999999993,130,1
25b,4.02,0,90,6
26w,3.95,0.0699999999999994,122,8
26b,5.87,1.92,86,4
1w,0.08,0,180,1
1b,0.07,0,180,1
2w,0.1,0,180,1
2b,0.06,0,181,0
3w,0.2,0,180,1
3b,0.36,0.15999999999999998,181,1
4w,0.27,0.08999999999999997,179,2
4b,0.27,0,182,0
5w,0.16,0.11000000000000001,179,1
5b,0.12,0,182,1
6w,0.14,0,180,0
6b,0.0,0,178,5
7w,0.11,0,178,3
7b,0.3,0.19,178,1
8w,0.0,0.3,179,0
8b,-0.04,0,174,5
9w,0.04,0,168,12
9b,0.05,0.010000000000000002,160,15
10w,-0.07,0.12000000000000001,165,4
10b,0.0,0.07,155,6
11w,-0.37,0.37,163,3
11b,-0.29,0.08000000000000002,155,1
12w,-0.29,0,164,0
12b,0.14,0.43,141,15
13w,0.07,0.07,162,3
13b,0.28,0.21000000000000002,134,8
14w,-0.26,0.54,157,6
14b,-0.15,0.11000000000000001,132,3
15w,-0.37,0.22,149,9
15b,-0.24,0.13,122,11
16w,-1.46,1.22,143,7
16b,-1.39,0.07000000000000006,121,2
17w,-1.56,0.17000000000000015,141,3
17b,-1.17,0.3900000000000001,112,10
18w,-2.2,1.0300000000000002,140,2
18b,-0.6,1.6,111,2
19w,-1.22,0.62,140,1
19b,-1.18,0.040000000000000036,108,4
20w,-1.52,0.3400000000000001,111,30
20b,-1.53,0,99,10
21w,-1.45,0,106,6
21b,-0.52,0.9299999999999999,94,6
22w,-0.58,0.05999999999999994,105,2
22b,-0.29,0.29,94,1
23w,-0.29,0,102,4
23b,3.0,3.29,91,4
24w,3.0,0,96,7
24b,3.11,0.10999999999999988,91,1
25w,-1.74,4.85,80,17
25b,2.97,4.71,92,0
26w,3.0,0,78,3
26b,2.97,0,93,0
27w,2.78,0.1900000000000004,73,6
27b,2.59,0,93,1
28w,2.58,0.009999999999999787,74,0
28b,3.27,0.69,94,0
29w,2.87,0.3999999999999999,70,5
29b,3.41,0.54,89,6
30w,3.07,0.3400000000000003,68,3
30b,5.82,2.7500000000000004,79,11
31w,4.72,1.1000000000000005,65,4
31b,4.65,0,77,3
32w,3.6,1.0500000000000003,62,4
32b,3.57,0,74,4
33w,3.43,0.13999999999999968,51,12
33b,3.5,0.06999999999999984,74,1
34w,3.37,0.1299999999999999,50,2
34b,3.37,0,74,1
35w,3.27,0.10000000000000009,45,6
35b,6.06,2.7899999999999996,61,14
36w,4.43,1.63,39,7
36b,6.25,1.8200000000000003,58,4
37w,3.37,2.88,29,11
37b,3.37,0,55,4
38w,3.13,0.2400000000000002,25,5
38b,3.13,0,56,0
39w,3.13,0,22,4
39b,3.13,0,53,4
40w,2.76,0.3700000000000001,22,1
40b,3.13,0.3700000000000001,53,1
41w,2.88,0.25,22,1
41b,3.13,0.25,53,1
42w,3.11,0.020000000000000018,21,2
42b,4.15,1.0400000000000005,54,0
43w,3.06,1.0900000000000003,21,1
43b,3.0,0,53,2
44w,2.8,0.20000000000000018,21,1
44b,2.67,0,53,1
45w,1.93,0.74,21,1
45b,6.55,4.62,53,1
46w,6.06,0.4900000000000002,20,2
46b,6.26,0.20000000000000018,53,1
47w,5.96,0.2999999999999998,17,4
47b,6.64,0.6799999999999997,53,1
48w,5.64,1.0,17,1
48b,5.56,0,48,6
49w,5.44,0.11999999999999922,17,1
49b,5.34,0,47,2
50w,4.82,0.5199999999999996,14,4
50b,5.27,0.4499999999999993,47,1
51w,3.21,2.0599999999999996,13,2
51b,4.92,1.71,46,2
52w,4.5,0.41999999999999993,13,1
52b,4.23,0,45,2
53w,3.65,0.5800000000000005,13,1
53b,5.39,1.7399999999999998,44,2
54w,3.9,1.4899999999999998,13,1
54b,4.64,0.7399999999999998,44,1
55w,3.85,0.7899999999999996,13,1
55b,7.35,3.4999999999999996,43,2
56w,6.39,0.96,13,1
56b,7.35,0.96,44,0
57w,6.09,1.2599999999999998,13,1
57b,10.78,4.6899999999999995,44,1
58w,10.34,0.4399999999999995,13,1
58b,10.25,0,44,1
59w,8.86,1.3900000000000006,13,1
59b,11.1,2.24,44,1
60w,9.59,1.5099999999999998,13,1
60b,10.0,0.41000000000000014,45,0
61w,10.0,0,12,2
61b,10.0,0,44,2
62w,65.38,0,12,1
62b,10.0,0,44,1
63w,52.73,0,12,1
63b,10.0,0,44,1
64w,10.0,0,11,2
64b,10.0,0,43,2
65w,58.56,0,11,1
65b,10.0,0,44,0
66w,-10.0,20.0,11,1
66b,-10.0,0,44,1
67w,-10.0,0,8,4
67b,-10.0,0,44,1
68w,-10.0,0,7,2
68b,-10.0,0,43,2
69w,-10.0,0,7,1
69b,-10.0,0,43,1
70w,-10.0,0,7,1
70b,-10.0,0,44,0
71w,-10.0,0,7,1
71b,-10.0,0,44,1
72w,-10.0,0,7,1
72b,-10.0,0,45,0
73w,-10.0,0,7,1
73b,-10.0,0,45,1
74w,-10.0,0,8,0
74b,-10.0,0,46,0
75w,-10.0,0,8,1
75b,-10.0,0,46,1
76w,-10.0,0,8,1
76b,-10.0,0,40,7
77w,-10.0,0,8,1
77b,-10.0,0,36,5
78w,-10.0,0,8,1
78b,-132.45,0,36,1
79w,-48.35,0,7,2
79b,-47.71,0.6400000000000006,35,2
80w,-10.0,0,7,1
80b,-10.0,0,28,8
81w,-10.0,0,4,4
81b,-10.0,0,28,1
82w,-10.0,0,2,3
82b,-10.0,0,28,1
83w,-10.0,0,2,1
83b,-10.0,0,27,2
1w,0.09,0,300,0
1b,0.23,0.14,300,0
2w,0.25,0,299,1
2b,0.26,0.010000000000000009,297,3
3w,0.0,0.26,299,0
3b,-0.07,0,296,1
4w,0.0,0,299,0
4b,0.38,0.38,294,2
5w,0.4,0,297,2
5b,0.48,0.07999999999999996,293,1
6w,0.41,0.07,295,2
6b,0.22,0,291,2
7w,0.0,0.22,295,0
7b,-0.1,0,289,2
8w,-0.13,0.03,295,0
8b,0.82,0.95,285,4
9w,0.46,0.35999999999999993,293,2
9b,0.61,0.14999999999999997,282,3
10w,0.53,0.07999999999999996,291,2
10b,1.12,0.5900000000000001,281,1
11w,1.26,0,275,16
11b,1.75,0.49,279,2
12w,0.87,0.88,263,12
12b,1.07,0.20000000000000007,271,8
13w,1.1,0,238,25
13b,1.13,0.029999999999999805,260,11
14w,-0.03,1.16,198,40
14b,0.29,0.31999999999999995,252,8
15w,-0.74,1.03,167,31
15b,-0.46,0.27999999999999997,242,10
16w,-0.46,0,156,11
16b,0.0,0.46,237,5
17w,0.0,0,153,3
17b,-0.17,0,235,2
18w,-0.01,0,125,28
18b,-0.14,0,230,5
19w,-0.57,0.42999999999999994,123,2
19b,1.05,1.62,212,18
20w,-1.36,2.41,108,15
20b,3.33,4.69,173,39
21w,3.01,0.3200000000000003,87,21
21b,2.91,0,160,13
22w,-0.64,3.5500000000000003,62,25
22b,-0.54,0.09999999999999998,157,3
23w,-7.22,6.68,54,8
23b,-7.0,0.21999999999999975,125,32
1w,0.09,0,60,0
1b,0.31,0.22,60,0
2w,0.37,0,59,1
2b,0.3,0,59,1
3w,0.08,0.21999999999999997,59,0
3b,0.0,0,58,1
4w,-0.04,0.04,58,1
4b,0.34,0.38,57,1
5w,0.13,0.21000000000000002,57,1
5b,0.17,0.04000000000000001,56,1
6w,0.37,0,56,1
6b,0.32,0,55,1
7w,0.15,0.17,55,1
7b,0.4,0.25,53,2
8w,0.14,0.26,55,0
8b,0.14,0,52,1
9w,0.1,0.04000000000000001,53,2
9b,0.24,0.13999999999999999,51,1
10w,0.02,0.22,53,0
10b,0.08,0.06,50,1
11w,0.03,0.05,51,2
11b,0.08,0.05,49,1
12w,-0.53,0.61,50,1
12b,3.12,3.6500000000000004,46,3
13w,2.94,0.18000000000000016,49,1
13b,2.98,0.040000000000000036,45,1
14w,2.9,0.08000000000000007,46,3
14b,2.97,0.07000000000000028,44,1
15w,2.85,0.1200000000000001,46,0
15b,2.95,0.10000000000000009,43,1
16w,2.55,0.40000000000000036,45,1
16b,2.75,0.20000000000000018,42,1
17w,2.78,0,43,2
17b,2.77,0,40,2
18w,2.7,0.06999999999999984,40,3
18b,2.91,0.20999999999999996,39,1
19w,2.87,0.040000000000000036,39,1
19b,2.94,0.06999999999999984,38,1
20w,2.85,0.08999999999999986,37,2
20b,3.07,0.21999999999999975,37,1
21w,3.04,0.029999999999999805,34,3
21b,3.06,0.020000000000000018,36,1
22w,2.98,0.08000000000000007,34,0
22b,3.05,0.06999999999999984,35,1
23w,2.88,0.16999999999999993,33,1
23b,3.08,0.20000000000000018,34,1
24w,3.09,0,31,2
24b,2.99,0,33,1
25w,2.95,0.040000000000000036,29,2
25b,3.3,0.34999999999999964,32,1
26w,3.22,0.07999999999999963,27,2
26b,3.22,0,31,1
27w,2.92,0.30000000000000027,25,2
27b,3.15,0.22999999999999998,30,1
28w,3.12,0.029999999999999805,20,5
28b,3.03,0,29,1
29w,2.8,0.22999999999999998,19,1
29b,2.93,0.13000000000000034,28,1
30w,2.9,0.03000000000000025,15,4
30b,2.78,0,26,2
31w,2.38,0.3999999999999999,14,1
31b,2.25,0,26,0
32w,0.0,2.25,13,1
32b,0.0,0,25,1
33w,0.0,0,11,2
33b,0.0,0,24,1
1w,0.09,0,180,0
1b,0.17,0.08000000000000002,180,0
2w,0.03,0.14,178,2
2b,0.17,0.14,179,1
3w,0.08,0.09000000000000001,177,1
3b,0.09,0.009999999999999995,179,0
4w,0.03,0.06,176,1
4b,0.3,0.27,179,0
5w,-0.7,1.0,175,1
5b,-0.24,0.45999999999999996,179,0
6w,0.03,0,172,3
6b,0.17,0.14,178,1
7w,-0.44,0.61,171,1
7b,0.0,0.44,177,1
8w,-1.18,1.18,169,2
8b,-0.12,1.06,175,2
9w,-0.82,0.7,167,2
9b,0.0,0.82,161,14
10w,-0.18,0.18,165,2
10b,2.82,3.0,145,16
11w,2.47,0.34999999999999964,164,1
11b,4.65,2.18,144,1
12w,4.58,0.07000000000000028,158,6
12b,5.23,0.6500000000000004,142,2
1w,0.05,0,60,0
1b,0.1,0.05,60,0
2w,0.21,0,60,0
2b,0.31,0.1,60,0
3w,0.3,0.010000000000000009,60,0
3b,0.18,0,60,0
4w,0.24,0,60,0
4b,0.07,0,59,1
5w,0.12,0,60,0
5b,0.37,0.25,59,0
6w,0.25,0.12,60,0
6b,0.72,0.47,58,1
7w,0.59,0.13,60,0
7b,0.66,0.07000000000000006,58,0
8w,0.14,0.52,59,1
8b,0.38,0.24,57,1
9w,0.2,0.18,59,0
9b,0.33,0.13,56,1
10w,0.19,0.14,58,1
10b,1.02,0.8300000000000001,54,2
11w,-0.27,1.29,57,1
11b,0.17,0.44000000000000006,53,1
12w,-0.1,0.27,56,1
12b,1.02,1.12,52,1
13w,0.27,0.75,54,2
13b,0.28,0.010000000000000009,51,1
14w,0.34,0,54,0
14b,0.45,0.10999999999999999,50,1
15w,0.05,0.4,54,0
15b,1.28,1.23,50,0
16w,1.1,0.17999999999999994,53,1
16b,1.25,0.1499999999999999,50,0
17w,1.19,0.06000000000000005,52,1
17b,1.19,0,41,9
18w,0.58,0.61,50,2
18b,0.98,0.4,40,1
19w,0.71,0.27,49,1
19b,0.87,0.16000000000000003,40,0
20w,0.75,0.12,49,0
20b,0.85,0.09999999999999998,40,0
21w,0.47,0.38,48,1
21b,1.45,0.98,39,1
22w,1.59,0,48,0
22b,1.48,0,38,1
23w,1.18,0.30000000000000004,48,0
23b,1.27,0.09000000000000008,37,1
24w,1.44,0,48,0
24b,1.62,0.18000000000000016,32,5
25w,1.1,0.52,47,1
25b,1.27,0.16999999999999993,30,2
26w,1.14,0.13000000000000012,47,0
26b,1.15,0.010000000000000009,29,1
27w,1.02,0.1299999999999999,47,0
27b,1.31,0.29000000000000004,28,1
28w,1.31,0,46,1
28b,2.8,1.4899999999999998,28,0
29w,2.45,0.34999999999999964,46,0
29b,4.03,1.58,27,1
30w,2.93,1.1,45,1
30b,3.25,0.31999999999999984,24,3
31w,3.09,0.16000000000000014,44,1
31b,2.96,0,23,1
32w,2.92,0.040000000000000036,42,2
32b,4.4,1.4800000000000004,16,7
33w,4.12,0.28000000000000025,42,0
33b,5.48,1.3600000000000003,15,1
34w,3.69,1.7900000000000005,41,1
34b,4.96,1.27,13,2
35w,4.55,0.41000000000000014,41,0
35b,5.6,1.0499999999999998,13,0
36w,4.29,1.3099999999999996,41,0
36b,6.3,2.01,13,0
37w,4.4,1.8999999999999995,40,1
37b,11.1,6.699999999999999,12,1
38w,6.75,4.35,38,2
38b,12.75,6.0,11,1
39w,3.27,9.48,37,1
39b,5.02,1.7499999999999996,9,2
40w,1.65,3.3699999999999997,35,2
40b,1.52,0,9,0
41w,1.4,0.1200000000000001,35,0
41b,1.35,0,8,1
42w,0.21,1.1400000000000001,34,1
42b,0.22,0.010000000000000009,5,3
43w,0.23,0,34,0
43b,0.16,0,4,1
44w,-0.39,0.55,34,0
44b,0.0,0.39,2,2
45w,-0.08,0.08,32,2
45b,0.0,0.08,2,0
46w,-0.27,0.27,30,2
46b,-0.27,0,2,0
47w,-1.63,1.3599999999999999,30,0
47b,0.62,2.25,1,1
1w,0.08,0,180,0
1b,0.1,0.020000000000000004,180,0
2w,0.12,0,179,1
2b,0.35,0.22999999999999998,178,2
3w,0.05,0.3,179,0
3b,-0.29,0,177,1
4w,-0.1,0,179,0
4b,-0.04,0.060000000000000005,176,1
5w,-0.14,0.1,179,0
5b,-0.05,0.09000000000000001,174,2
6w,-0.04,0,178,1
6b,-0.22,0,173,1
7w,-0.28,0.060000000000000026,178,0
7b,0.0,0.28,168,5
8w,-0.09,0.09,177,1
8b,-0.09,0,166,2
9w,-0.09,0,176,1
9b,-0.05,0.039999999999999994,164,2
10w,-0.15,0.09999999999999999,174,2
10b,0.28,0.43000000000000005,159,5
11w,0.28,0,173,1
11b,0.22,0,157,2
12w,-0.06,0.28,171,2
12b,0.24,0.3,156,1
13w,0.05,0.19,166,5
13b,0.33,0.28,152,4
14w,0.2,0.13,164,2
14b,0.52,0.32,150,2
15w,0.46,0.06,164,0
15b,0.74,0.27999999999999997,142,8
16w,0.62,0.12,163,1
16b,1.17,0.5499999999999999,139,3
17w,-1.36,2.5300000000000002,161,2
17b,0.55,1.9100000000000001,124,15
18w,0.5,0.050000000000000044,153,8
18b,0.49,0,122,2
19w,0.39,0.09999999999999998,152,1
19b,0.46,0.07,104,18
20w,0.48,0,122,30
20b,0.62,0.14,102,2
21w,0.08,0.54,119,3
21b,0.61,0.53,96,6
22w,0.58,0.030000000000000027,117,2
22b,1.31,0.7300000000000001,75,21
23w,-1.02,2.33,111,6
23b,-0.91,0.10999999999999999,71,4
24w,-5.6,4.6899999999999995,108,3
24b,-5.45,0.14999999999999947,64,7
25w,-4.87,0,108,0
25b,-0.34,4.53,50,14
26w,-0.67,0.33,107,1
26b,-0.07,0.6000000000000001,40,10
27w,-6.91,6.84,104,3
27b,-6.45,0.45999999999999996,38,2
28w,-4.5,0,102,2
28b,-4.1,0.40000000000000036,33,5
29w,-10.0,5.9,97,5
29b,-10.46,0,30,3
30w,-10.0,0,79,18
30b,-10.0,0,28,2
31w,-10.0,0,78,1
31b,-10.0,0,17,11
32w,-10.0,0,77,1
32b,-10.0,0,16,1
33w,-10.0,0,75,2
33b,-10.0,0,13,3
34w,-10.0,0,70,5
34b,-10.0,0,12,1
35w,-10.0,0,66,4
35b,-10.0,0,10,2
1w,0.05,0,180,0
1b,0.13,0.08,180,0
2w,0.04,0.09,176,4
2b,0.08,0.04,179,1
3w,0.11,0,175,1
3b,0.22,0.11,178,1
4w,0.12,0.1,174,1
4b,0.3,0.18,177,1
5w,0.28,0.019999999999999962,173,1
5b,0.27,0,176,1
6w,0.15,0.12000000000000002,173,0
6b,0.37,0.22,174,2
7w,0.44,0,172,1
7b,0.42,0,172,2
8w,0.17,0.24999999999999997,171,1
8b,0.25,0.07999999999999999,172,0
9w,0.17,0.07999999999999999,170,1
9b,0.18,0.009999999999999981,171,1
10w,-0.07,0.25,169,1
10b,-0.12,0,170,1
11w,-0.28,0.16000000000000003,167,2
11b,0.32,0.6000000000000001,167,3
12w,0.27,0.04999999999999999,165,2
12b,0.42,0.14999999999999997,166,1
13w,0.36,0.06,153,12
13b,0.51,0.15000000000000002,157,9
14w,0.22,0.29000000000000004,149,4
14b,0.33,0.11000000000000001,154,3
15w,0.1,0.23,147,2
15b,0.36,0.26,148,6
16w,0.24,0.12,146,1
16b,0.19,0,143,5
17w,0.0,0.19,141,5
17b,0.1,0.1,137,6
18w,0.0,0.1,110,31
18b,0.21,0.21,130,7
19w,0.2,0.009999999999999981,106,4
19b,0.24,0.03999999999999998,125,5
20w,0.29,0,104,2
20b,0.36,0.07,116,9
21w,0.28,0.07999999999999996,100,4
21b,0.3,0.019999999999999962,107,9
22w,0.31,0,97,3
22b,0.38,0.07,102,5
23w,0.33,0.04999999999999999,95,2
23b,0.48,0.14999999999999997,99,3
24w,0.49,0,90,5
24b,0.49,0,94,5
25w,0.33,0.15999999999999998,86,4
25b,4.2,3.87,87,7
26w,4.21,0,79,7
26b,4.36,0.15000000000000036,83,4
27w,4.15,0.20999999999999996,78,1
27b,4.08,0,82,1
28w,4.0,0.08000000000000007,77,1
28b,3.87,0,74,8
29w,1.32,2.55,66,11
29b,1.45,0.1299999999999999,73,1
30w,0.0,1.45,65,1
30b,0.0,0,71,2
31w,0.0,0,54,11
31b,0.0,0,70,1
32w,0.0,0,50,4
32b,0.0,0,69,1
33w,-0.08,0.08,48,2
33b,-0.1,0,66,3
34w,-1.18,1.0799999999999998,47,1
34b,-1.17,0.010000000000000009,63,3
35w,-1.18,0.010000000000000009,46,1
35b,-1.05,0.1299999999999999,62,1
36w,-1.57,0.52,37,9
36b,-1.46,0.1100000000000001,61,1
37w,-1.5,0.040000000000000036,36,1
37b,-1.5,0,59,2
38w,-1.42,0,33,3
38b,-1.4,0.020000000000000018,55,4
39w,-1.55,0.15000000000000013,30,3
39b,-1.27,0.28,55,0
40w,-1.32,0.050000000000000044,22,8
40b,-1.2,0.1200000000000001,49,6
41w,-1.4,0.19999999999999996,21,1
41b,0.0,1.4,43,6
42w,-0.56,0.56,20,1
42b,0.0,0.56,39,4
43w,-0.08,0.08,19,1
43b,0.0,0.08,35,4
44w,0.0,0,17,2
44b,0.0,0,34,1
45w,-0.33,0.33,16,1
45b,-0.33,0,33,1
46w,-0.34,0.010000000000000009,12,4
46b,-0.33,0.010000000000000009,32,1
47w,-0.34,0.010000000000000009,10,2
47b,-0.34,0,30,2
48w,-0.34,0,9,1
48b,-0.41,0,29,1
49w,-0.41,0,6,3
49b,-0.41,0,27,2
50w,-0.41,0,3,3
50b,0.0,0.41,26,1
51w,0.0,0,1,2
