Move Number,Eval,Centipawn Loss,Time Left,Time Spent
38w,7.62,1.5100000000000007,59,0
38b,14.17,6.55,54,4
39w,10.69,3.4800000000000004,57,2
39b,47.21,36.52,54,0
40w,-0.08,47.29,57,0
40b,0.0,0.08,47,7
41w,-15.27,15.27,42,15
41b,-11.21,4.059999999999999,43,4
42w,-68.1,56.88999999999999,41,1
42b,-58.27,9.829999999999991,39,4
43w,-58.52,0.25,36,5
43b,13.66,72.18,38,1
44w,11.03,2.630000000000001,35,1
44b,26.1,15.070000000000002,36,2
45w,16.37,9.73,33,2
45b,26.08,9.709999999999997,33,3
46w,17.94,8.139999999999997,32,1
46b,17.02,0,32,1
47w,13.97,3.049999999999999,27,5
47b,10.0,0,28,4
48w,10.0,0,25,2
48b,10.0,0,26,2
49w,10.0,0,25,0
49b,10.0,0,25,1
1w,0.09,0,180,0
1b,0.27,0.18000000000000002,180,0
2w,0.31,0,178,2
2b,0.25,0,179,1
3w,0.24,0.010000000000000009,177,1
3b,0.13,0,176,3
4w,0.25,0,175,2
4b,0.24,0,176,0
5w,0.3,0,175,0
5b,0.23,0,171,5
6w,-0.17,0.4,173,2
6b,0.0,0.17,168,3
7w,-0.26,0.26,171,2
7b,0.07,0.33,164,4
8w,-0.3,0.37,170,1
8b,-0.17,0.12999999999999998,160,4
9w,-0.59,0.41999999999999993,167,3
9b,0.39,0.98,156,4
10w,0.13,0.26,165,2
10b,0.42,0.29,153,3
11w,-2.42,2.84,157,8
11b,-2.22,0.19999999999999973,149,4
12w,-5.84,3.6199999999999997,154,3
12b,-5.82,0.019999999999999574,145,4
13w,-6.14,0.3199999999999994,153,1
13b,-5.99,0.14999999999999947,141,4
14w,-5.81,0,153,0
14b,-5.76,0.04999999999999982,137,4
15w,-11.26,5.5,151,2
15b,-11.27,0,133,4
16w,-10.83,0,147,4
16b,-9.82,1.0099999999999998,127,6
17w,-10.09,0.2699999999999996,142,5
17b,-10.04,0.05000000000000071,122,5
18w,-9.94,0,118,24
18b,-8.65,1.2899999999999991,117,5
19w,-11.62,2.969999999999999,117,1
19b,-11.28,0.33999999999999986,113,4
20w,-17.09,5.8100000000000005,108,9
20b,-15.89,1.1999999999999993,110,3
21w,-10.0,0,88,20
21b,-10.0,0,105,5
22w,-10.0,0,80,8
22b,-10.0,0,101,4
23w,-10.0,0,77,3
23b,-10.0,0,96,5
1w,0.09,0,180,0
1b,0.17,0.08000000000000002,180,0
2w,0.03,0.14,178,2
2b,0.08,0.05,180,0
3w,0.17,0,177,1
3b,0.0,0,180,0
4w,0.19,0,176,1
4b,0.0,0,179,1
5w,0.0,0,175,1
5b,0.42,0.42,178,1
6w,0.14,0.27999999999999997,174,1
6b,1.02,0.88,175,3
7w,0.47,0.55,170,4
7b,0.6,0.13,174,1
8w,0.4,0.19999999999999996,168,2
8b,0.35,0,172,2
9w,0.04,0.31,167,1
9b,0.19,0.15,171,1
10w,-0.48,0.6699999999999999,154,13
10b,-0.34,0.13999999999999996,168,3
11w,-0.57,0.22999999999999993,150,4
11b,-0.5,0.06999999999999995,165,3
12w,-0.46,0,144,6
12b,-0.27,0.19,164,1
13w,-0.41,0.13999999999999996,143,1
13b,-0.32,0.08999999999999997,162,2
14w,-0.33,0.010000000000000009,141,2
14b,-0.33,0,162,0
15w,-0.34,0.010000000000000009,140,1
15b,-0.26,0.08000000000000002,154,8
16w,-0.33,0.07,136,4
16b,0.2,0.53,154,0
17w,0.3,0,134,2
17b,0.31,0.010000000000000009,154,0
18w,0.18,0.13,130,4
18b,1.69,1.51,98,56
19w,1.67,0.020000000000000018,127,3
19b,2.3,0.6299999999999999,97,1
20w,2.46,0,123,4
20b,2.81,0.3500000000000001,94,3
21w,2.76,0.050000000000000266,120,3
21b,2.97,0.2100000000000004,92,2
22w,2.83,0.14000000000000012,116,4
22b,2.99,0.16000000000000014,89,3
23w,2.95,0.040000000000000036,115,1
23b,3.1,0.1499999999999999,83,6
1w,0.08,0,300,0
1b,0.37,0.29,300,0
2w,0.17,0.19999999999999998,296,4
2b,0.5,0.32999999999999996,298,2
3w,0.39,0.10999999999999999,291,5
3b,0.54,0.15000000000000002,294,4
4w,0.45,0.09000000000000002,282,9
4b,0.58,0.12999999999999995,293,1
5w,-0.1,0.6799999999999999,263,19
5b,0.1,0.2,288,5
6w,-0.59,0.69,253,10
6b,-0.69,0,286,2
7w,-0.71,0.020000000000000018,247,6
7b,-0.47,0.24,284,2
8w,-0.53,0.06000000000000005,240,7
8b,-0.02,0.51,279,5
9w,0.08,0,229,11
9b,0.06,0,271,8
10w,-0.02,0.08,216,13
10b,0.0,0.02,258,13
11w,-0.06,0.06,211,5
11b,0.0,0.06,255,3
12w,0.04,0,203,8
12b,0.09,0.049999999999999996,253,2
13w,0.09,0,195,8
13b,0.08,0,246,7
14w,-0.12,0.2,174,21
14b,0.35,0.47,245,1
15w,0.32,0.02999999999999997,169,5
15b,2.25,1.93,240,5
16w,2.28,0,161,8
16b,2.62,0.3400000000000003,234,6
17w,2.55,0.07000000000000028,152,9
17b,2.83,0.28000000000000025,232,2
18w,2.59,0.2400000000000002,130,22
18b,5.04,2.45,225,7
19w,4.93,0.11000000000000032,126,4
19b,4.86,0,224,1
20w,4.73,0.1299999999999999,120,6
20b,14.75,10.02,211,13
21w,6.04,8.71,105,15
21b,6.28,0.2400000000000002,195,16
22w,5.9,0.3799999999999999,98,7
22b,6.21,0.3099999999999996,191,4
23w,5.86,0.34999999999999964,89,9
23b,10.0,4.14,190,1
24w,10.0,0,77,12
24b,10.0,0,188,2
25w,10.0,0,74,3
25b,10.0,0,180,8
26w,10.0,0,73,1
26b,10.0,0,175,5
1w,0.09,0,180,0
1b,0.17,0.08000000000000002,180,0
2w,0.03,0.14,179,1
2b,0.16,0.13,179,1
3w,0.0,0.16,179,0
3b,0.09,0.09,178,1
4w,0.0,0.09,178,1
4b,0.33,0.33,178,0
5w,0.28,0.04999999999999999,178,0
5b,0.24,0,176,2
6w,0.33,0,177,1
6b,0.57,0.23999999999999994,175,1
7w,0.49,0.07999999999999996,176,1
7b,0.64,0.15000000000000002,174,1
8w,0.55,0.08999999999999997,175,1
8b,0.63,0.07999999999999996,172,2
9w,0.54,0.08999999999999997,174,1
9b,0.53,0,171,1
10w,0.38,0.15000000000000002,171,3
10b,0.47,0.08999999999999997,170,1
11w,0.27,0.19999999999999996,171,0
11b,0.47,0.19999999999999996,165,5
12w,0.15,0.31999999999999995,170,1
12b,0.34,0.19000000000000003,163,2
13w,0.07,0.27,169,1
13b,0.45,0.38,161,2
14w,0.15,0.30000000000000004,168,1
14b,0.25,0.1,159,2
15w,0.0,0.25,167,1
15b,0.0,0,153,6
16w,0.0,0,165,2
16b,0.01,0.01,147,6
17w,-0.27,0.28,155,10
17b,-0.12,0.15000000000000002,145,2
18w,-0.18,0.06,155,0
18b,-0.08,0.09999999999999999,143,2
19w,-0.4,0.32,154,1
19b,-0.18,0.22000000000000003,141,2
20w,-0.23,0.05000000000000002,149,5
20b,-0.17,0.06,138,3
21w,-0.22,0.04999999999999999,148,1
21b,-0.14,0.07999999999999999,136,2
22w,-0.25,0.10999999999999999,145,3
22b,-0.17,0.07999999999999999,127,9
23w,-0.2,0.03,138,7
23b,-0.27,0,126,1
24w,-0.48,0.20999999999999996,133,5
24b,-0.19,0.29,123,3
25w,-0.81,0.6200000000000001,121,12
25b,-0.52,0.29000000000000004,118,5
26w,-0.79,0.27,119,2
26b,-0.76,0.030000000000000027,116,2
27w,-0.85,0.08999999999999997,114,5
27b,-0.76,0.08999999999999997,111,5
28w,-0.86,0.09999999999999998,112,2
28b,-0.76,0.09999999999999998,110,1
29w,-1.01,0.25,87,25
29b,-0.95,0.06000000000000005,108,2
30w,-1.11,0.16000000000000014,86,1
30b,-1.18,0,106,2
31w,-1.69,0.51,75,11
31b,-1.53,0.15999999999999992,105,1
32w,-1.61,0.08000000000000007,74,1
32b,-1.28,0.33000000000000007,99,6
33w,-1.65,0.3699999999999999,73,1
33b,0.28,1.93,98,1
34w,-0.09,0.37,69,4
34b,0.0,0.09,88,10
35w,-0.45,0.45,50,19
35b,-0.51,0,85,3
36w,-0.56,0.050000000000000044,48,2
36b,-0.6,0,82,3
37w,-0.56,0,48,0
37b,-0.47,0.09000000000000008,77,5
38w,-0.42,0,46,2
38b,-0.31,0.10999999999999999,75,2
39w,-0.29,0,45,1
39b,-0.33,0,71,4
40w,-0.37,0.03999999999999998,42,3
40b,-0.38,0,70,1
41w,-1.13,0.7499999999999999,26,16
41b,-1.01,0.11999999999999988,67,3
42w,-1.36,0.3500000000000001,26,0
42b,-0.71,0.6500000000000001,59,8
43w,-1.56,0.8500000000000001,22,4
43b,-1.5,0.06000000000000005,57,2
44w,-2.19,0.69,22,0
44b,-2.11,0.08000000000000007,51,6
45w,-1.91,0,20,2
45b,-2.1,0,48,3
46w,-2.62,0.52,17,3
46b,-2.48,0.14000000000000012,46,2
47w,-2.97,0.4900000000000002,17,0
47b,-1.59,1.3800000000000001,45,1
48w,-1.8,0.20999999999999996,16,1
48b,0.0,1.8,44,1
49w,-1.08,1.08,15,1
49b,-0.08,1.0,41,3
50w,-0.08,0,15,0
50b,0.93,1.01,39,2
51w,-6.17,7.1,12,3
51b,-3.85,2.32,37,2
52w,-3.65,0,12,0
52b,-3.32,0.33000000000000007,35,2
53w,-5.85,2.53,11,1
53b,-5.51,0.33999999999999986,33,2
54w,-9.94,4.43,11,0
54b,-6.41,3.5299999999999994,32,1
55w,-6.82,0.41000000000000014,10,1
55b,-6.55,0.27000000000000046,30,2
56w,-16.42,9.870000000000001,9,1
56b,-14.84,1.5800000000000018,29,1
57w,-14.73,0,9,0
57b,-13.06,1.67,27,2
58w,-10.25,0,8,1
58b,-9.4,0.8499999999999996,26,1
59w,-8.49,0,8,0
59b,-7.17,1.3200000000000003,25,1
1w,0.09,0,180,2
1b,0.17,0.08000000000000002,180,2
2w,0.03,0.14,179,3
2b,0.08,0.05,181,1
3w,0.08,0,178,3
3b,0.17,0.09000000000000001,180,3
4w,0.18,0,178,2
4b,0.44,0.26,180,2
5w,0.3,0.14,178,2
5b,0.42,0.12,180,2
6w,0.48,0,178,2
6b,0.49,0.010000000000000009,181,1
7w,0.56,0,177,3
7b,0.49,0,182,1
8w,0.09,0.4,176,3
8b,0.47,0.38,173,11
9w,0.11,0.36,176,2
9b,0.36,0.25,167,8
10w,0.13,0.22999999999999998,174,4
10b,0.53,0.4,167,2
11w,0.36,0.17000000000000004,167,9
11b,0.31,0,167,2
12w,0.13,0.18,164,5
12b,0.14,0.010000000000000009,166,3
13w,0.0,0.14,164,2
13b,0.23,0.23,166,2
14w,0.06,0.17,162,4
14b,0.06,0,148,20
15w,-0.03,0.09,161,3
15b,0.12,0.15,149,1
16w,0.11,0.009999999999999995,135,28
16b,0.1,0,147,4
17w,-2.1,2.2,133,4
17b,-1.94,0.16000000000000014,134,15
18w,-3.35,1.4100000000000001,117,18
18b,-1.0,2.35,130,6
19w,-1.83,0.8300000000000001,115,4
19b,-1.7,0.13000000000000012,129,3
20w,-1.92,0.21999999999999997,111,6
20b,-1.86,0.05999999999999983,129,2
21w,-2.0,0.1399999999999999,112,1
21b,-1.1,0.8999999999999999,126,5
22w,-1.22,0.11999999999999988,110,4
22b,-1.06,0.15999999999999992,112,16
23w,-1.12,0.06000000000000005,109,3
23b,-0.78,0.3400000000000001,76,38
24w,-0.8,0.020000000000000018,106,5
24b,-0.75,0.050000000000000044,77,1
25w,-1.08,0.33000000000000007,99,9
25b,-0.93,0.15000000000000002,75,4
26w,-1.11,0.18000000000000005,87,14
26b,-1.12,0,73,4
27w,-1.18,0.05999999999999983,82,7
27b,-1.21,0,25,50
28w,-1.39,0.17999999999999994,65,19
28b,-1.22,0.16999999999999993,26,1
29w,-1.77,0.55,66,1
29b,-1.39,0.3800000000000001,24,4
30w,-1.82,0.43000000000000016,59,9
30b,-1.39,0.43000000000000016,24,2
31w,-1.3,0,49,12
31b,-1.37,0,25,1
32w,-2.5,1.13,30,21
32b,-0.64,1.8599999999999999,23,4
33w,-0.67,0.030000000000000027,24,8
33b,-0.16,0.51,20,5
34w,-1.18,1.02,8,18
34b,-1.05,0.1299999999999999,18,4
35w,-1.1,0.050000000000000044,9,1
35b,-1.01,0.09000000000000008,18,2
36w,-1.01,0,10,1
36b,-1.03,0,18,2
37w,-1.96,0.9299999999999999,10,2
37b,-1.85,0.10999999999999988,18,2
38w,-2.01,0.1599999999999997,11,1
38b,-1.87,0.13999999999999968,19,1
39w,-1.92,0.04999999999999982,12,1
39b,-1.69,0.22999999999999998,20,1
40w,-1.81,0.1200000000000001,11,3
40b,-1.57,0.24,19,3
41w,-1.97,0.3999999999999999,10,3
41b,-1.47,0.5,18,3
42w,-3.46,1.99,10,2
42b,-3.31,0.1499999999999999,18,2
43w,-3.07,0,10,2
43b,-2.19,0.8799999999999999,18,2
44w,-3.3,1.1099999999999999,8,4
44b,-2.74,0.5599999999999996,18,2
45w,-3.25,0.5099999999999998,8,2
45b,-1.77,1.48,18,2
46w,-8.2,6.43,7,3
46b,-6.0,2.1999999999999993,19,1
47w,-21.27,15.27,3,6
47b,-12.79,8.48,20,1
48w,-12.62,0,4,1
48b,-11.07,1.549999999999999,17,5
1w,0.08,0,300,2
1b,0.1,0.020000000000000004,300,2
2w,0.12,0,300,2
2b,0.23,0.11000000000000001,301,1
3w,0.13,0.1,300,2
3b,0.0,0,302,1
4w,0.06,0,297,5
4b,0.05,0,300,4
5w,0.0,0.05,291,8
5b,0.0,0,296,6
6w,0.17,0,293,0
6b,0.3,0.12999999999999998,296,2
7w,0.16,0.13999999999999999,288,7
7b,0.17,0.010000000000000009,293,5
8w,0.1,0.07,281,9
8b,0.17,0.07,283,12
9w,0.2,0,278,5
9b,0.42,0.21999999999999997,278,7
10w,-0.41,0.83,278,2
10b,-0.32,0.08999999999999997,277,3
11w,-0.32,0,278,2
11b,0.08,0.4,268,11
12w,0.0,0.08,244,36
12b,0.07,0.07,267,3
13w,0.0,0.07,240,6
13b,0.0,0,258,11
14w,0.04,0,241,1
14b,0.06,0.019999999999999997,251,9
15w,0.0,0.06,238,5
15b,0.04,0.04,243,10
16w,0.1,0,239,1
16b,0.41,0.30999999999999994,241,4
17w,0.17,0.23999999999999996,227,14
17b,0.52,0.35,237,6
18w,-0.18,0.7,228,1
18b,0.16,0.33999999999999997,232,7
19w,0.16,0,221,9
19b,0.37,0.21,221,13
20w,0.1,0.27,221,2
20b,0.11,0.009999999999999995,221,2
21w,0.1,0.009999999999999995,218,5
21b,0.35,0.24999999999999997,214,9
22w,0.0,0.35,219,1
22b,-0.08,0,213,3
23w,-0.13,0.05,209,12
23b,0.15,0.28,172,43
24w,-5.85,6.0,207,4
24b,-5.71,0.13999999999999968,171,3
25w,-5.85,0.13999999999999968,203,6
25b,-3.4,2.4499999999999997,157,16
26w,-5.93,2.53,191,14
26b,-5.81,0.1200000000000001,149,10
27w,-5.87,0.0600000000000005,193,0
27b,-5.61,0.2599999999999998,149,2
28w,-5.86,0.25,187,8
28b,-5.77,0.09000000000000075,145,6
29w,-5.8,0.03000000000000025,187,2
29b,-5.73,0.0699999999999994,141,6
30w,-5.5,0,184,5
30b,-5.3,0.20000000000000018,134,9
31w,-6.52,1.2199999999999998,177,9
31b,-5.97,0.5499999999999998,132,4
32w,-7.09,1.12,170,9
32b,-6.97,0.1200000000000001,130,4
33w,-7.2,0.23000000000000043,171,1
33b,-7.2,0,130,2
34w,-7.15,0,169,4
34b,-7.13,0.020000000000000462,121,11
35w,-7.13,0,169,2
35b,-7.05,0.08000000000000007,108,15
36w,-7.14,0.08999999999999986,166,5
36b,-7.05,0.08999999999999986,108,2
37w,-7.41,0.3600000000000003,163,5
37b,-5.58,1.83,108,2
38w,-5.47,0,161,4
38b,-5.09,0.3799999999999999,108,2
39w,-6.02,0.9299999999999997,154,9
39b,-6.0,0.019999999999999574,104,6
40w,-5.92,0,150,6
40b,-5.75,0.16999999999999993,102,4
41w,-5.94,0.1900000000000004,141,11
41b,-5.95,0,100,4
42w,-5.75,0,139,4
42b,-4.12,1.63,98,4
43w,-3.93,0,136,5
43b,-3.49,0.43999999999999995,98,2
44w,-3.41,0,133,5
44b,-3.4,0.010000000000000231,97,3
45w,-3.34,0,134,1
45b,-3.27,0.06999999999999984,88,11
46w,-3.31,0.040000000000000036,134,2
46b,-3.07,0.2400000000000002,84,6
47w,-4.12,1.0500000000000003,123,13
47b,-3.79,0.33000000000000007,84,2
48w,-5.0,1.21,121,4
48b,-4.65,0.34999999999999964,84,2
49w,-4.9,0.25,117,6
49b,-4.7,0.20000000000000018,80,6
50w,-4.71,0.009999999999999787,112,7
50b,-4.4,0.3099999999999996,81,1
51w,-5.48,1.08,109,5
51b,-4.94,0.54,80,3
52w,-6.14,1.1999999999999993,108,3
52b,-6.07,0.0699999999999994,80,2
53w,-6.0,0,109,1
53b,-5.78,0.21999999999999975,81,1
54w,-5.94,0.16000000000000014,106,5
54b,-5.51,0.4300000000000006,79,4
1w,0.09,0,60,0
1b,0.23,0.14,60,0
2w,0.25,0,59,1
2b,1.42,1.17,59,1
3w,1.23,0.18999999999999995,58,1
3b,1.61,0.3800000000000001,57,2
4w,1.46,0.15000000000000013,58,0
4b,2.12,0.6600000000000001,57,0
5w,1.76,0.3600000000000001,57,1
5b,2.08,0.32000000000000006,55,2
6w,1.77,0.31000000000000005,55,2
6b,1.8,0.030000000000000027,54,1
7w,-0.05,1.85,55,0
7b,0.19,0.24,53,1
8w,-0.14,0.33,54,1
8b,0.0,0.14,52,1
9w,-1.65,1.65,50,4
9b,-1.46,0.18999999999999995,51,1
10w,-10.0,8.54,48,2
10b,-9.89,0.10999999999999943,49,2
1w,0.09,0,180,0
1b,0.17,0.08000000000000002,180,0
2w,0.03,0.14,178,2
2b,0.08,0.05,178,2
3w,0.17,0,177,1
3b,0.0,0,178,0
4w,0.19,0,176,1
4b,0.0,0,178,0
5w,0.0,0,175,1
5b,0.19,0.19,177,1
6w,0.06,0.13,172,3
6b,0.16,0.1,174,3
7w,0.26,0,170,2
7b,0.72,0.45999999999999996,170,4
8w,0.61,0.10999999999999999,168,2
8b,0.77,0.16000000000000003,165,5
9w,0.5,0.27,166,2
9b,0.77,0.27,161,4
10w,0.54,0.22999999999999998,164,2
10b,0.71,0.16999999999999993,153,8
11w,0.64,0.06999999999999995,162,2
11b,1.84,1.2000000000000002,148,5
12w,1.64,0.20000000000000018,158,4
12b,2.73,1.09,147,1
13w,0.74,1.99,156,2
13b,1.68,0.94,141,6
14w,0.65,1.0299999999999998,153,3
14b,0.72,0.06999999999999995,132,9
15w,0.58,0.14,150,3
15b,0.7,0.12,121,11
16w,0.61,0.08999999999999997,148,2
16b,1.06,0.45000000000000007,115,6
17w,0.28,0.78,145,3
17b,0.94,0.6599999999999999,99,16
18w,0.3,0.6399999999999999,136,9
18b,2.17,1.8699999999999999,96,3
19w,2.07,0.10000000000000009,134,2
19b,2.2,0.13000000000000034,92,4
20w,2.13,0.07000000000000028,133,1
20b,2.35,0.2200000000000002,91,1
21w,2.34,0.010000000000000231,131,2
21b,4.35,2.01,87,4
22w,2.13,2.2199999999999998,128,3
22b,2.2,0.07000000000000028,86,1
23w,1.65,0.5500000000000003,127,1
23b,1.87,0.2200000000000002,84,2
24w,1.55,0.32000000000000006,114,13
24b,1.68,0.1299999999999999,80,4
25w,0.44,1.24,112,2
25b,0.61,0.16999999999999998,78,2
26w,0.72,0,110,2
26b,0.64,0,78,0
27w,0.52,0.12,109,1
27b,0.52,0,75,3
28w,0.3,0.22000000000000003,101,8
28b,1.18,0.8799999999999999,69,6
29w,1.14,0.040000000000000036,97,4
29b,1.33,0.19000000000000017,65,4
30w,1.1,0.22999999999999998,91,6
30b,1.15,0.04999999999999982,63,2
31w,1.15,0,86,5
31b,1.93,0.78,59,4
32w,1.5,0.42999999999999994,80,6
32b,2.02,0.52,56,3
33w,1.99,0.030000000000000027,79,1
33b,3.51,1.5199999999999998,49,7
34w,3.41,0.09999999999999964,77,2
34b,3.26,0,49,0
35w,3.18,0.07999999999999963,74,3
35b,3.17,0,48,1
36w,3.01,0.16000000000000014,71,3
36b,3.04,0.03000000000000025,46,2
37w,2.82,0.2200000000000002,68,3
37b,3.19,0.3700000000000001,46,0
38w,2.92,0.27,64,4
38b,3.05,0.1299999999999999,45,1
39w,1.9,1.15,60,4
39b,2.5,0.6000000000000001,42,3
40w,2.03,0.4700000000000002,58,2
40b,1.98,0,40,2
41w,1.98,0,58,0
41b,3.15,1.17,39,1
42w,1.23,1.92,55,3
42b,1.82,0.5900000000000001,37,2
43w,1.72,0.10000000000000009,53,2
43b,1.6,0,36,1
44w,1.62,0,52,1
44b,2.08,0.45999999999999996,35,1
45w,1.24,0.8400000000000001,48,4
45b,2.54,1.3,32,3
46w,0.51,2.0300000000000002,47,1
46b,0.9,0.39,31,1
47w,-0.81,1.71,45,2
47b,-0.58,0.2300000000000001,28,3
48w,-1.34,0.7600000000000001,39,6
48b,-0.71,0.6300000000000001,26,2
49w,-1.42,0.71,33,6
49b,0.0,1.42,25,1
50w,0.08,0,32,1
50b,0.0,0,25,0
51w,0.0,0,23,9
51b,0.0,0,21,4
52w,0.0,0,22,1
52b,0.08,0.08,18,3
53w,0.08,0,21,1
53b,0.72,0.64,16,2
54w,0.13,0.59,17,4
54b,9.12,8.989999999999998,16,0
55w,0.0,9.12,15,2
55b,7.15,7.15,14,2
56w,6.08,1.0700000000000003,14,1
56b,20.62,14.540000000000001,7,7
57w,13.68,6.940000000000001,13,1
57b,17.8,4.120000000000001,6,1
58w,13.1,4.700000000000001,13,0
58b,11.83,0,6,0
59w,9.6,2.2300000000000004,12,1
59b,52.77,43.17,6,0
60w,13.42,39.35,9,3
60b,66.61,53.19,6,0
61w,48.44,18.17,8,1
61b,10.0,0,6,0
62w,10.0,0,8,0
62b,10.0,0,5,1
63w,63.45,0,8,0
63b,10.0,0,5,0
64w,67.74,0,8,0
64b,10.0,0,4,1
65w,10.0,0,6,2
65b,10.0,0,4,0
66w,10.0,0,6,0
66b,10.0,0,4,0
67w,10.0,0,5,1
67b,10.0,0,4,0
68w,10.0,0,5,0
68b,10.0,0,4,0
69w,10.0,0,5,0
69b,10.0,0,4,0
70w,10.0,0,5,0
70b,10.0,0,4,0
71w,10.0,0,5,0
71b,10.0,0,4,0
72w,10.0,0,5,0
72b,10.0,0,4,0
73w,10.0,0,5,0
73b,10.0,0,4,0
74w,10.0,0,5,0
74b,10.0,0,3,1
75w,10.0,0,5,0
75b,10.0,0,3,0
76w,10.0,0,5,0
76b,10.0,0,3,0
77w,10.0,0,5,0
77b,10.0,0,3,0
78w,10.0,0,5,0
78b,10.0,0,3,0
79w,10.0,0,5,0
79b,10.0,0,3,0
80w,10.0,0,5,0
80b,10.0,0,2,1
81w,10.0,0,5,0
81b,10.0,0,1,1
82w,10.0,0,5,0
82b,10.0,0,1,0
83w,10.0,0,5,0
83b,10.0,0,1,0
84w,10.0,0,5,0
84b,10.0,0,1,0
85w,10.0,0,5,0
85b,10.0,0,0,1
86w,10.0,0,5,0
86b,10.0,0,0,0
1w,0.08,0,600,0
1b,0.52,0.44,600,0
2w,0.31,0.21000000000000002,596,4
2b,0.49,0.18,596,4
3w,0.28,0.20999999999999996,593,3
3b,0.04,0,594,2
4w,-0.1,0.14,592,1
4b,0.0,0.1,593,1
5w,-0.01,0.01,589,3
5b,-0.01,0,592,1
6w,-0.05,0.04,586,3
6b,-0.03,0.020000000000000004,584,8
7w,-0.34,0.31000000000000005,582,4
7b,0.0,0.34,583,1
8w,-0.27,0.27,576,6
8b,-0.12,0.15000000000000002,580,3
9w,-0.13,0.010000000000000009,575,1
9b,0.07,0.2,575,5
10w,-0.41,0.48,571,4
10b,0.0,0.41,564,11
11w,-0.6,0.6,560,11
11b,2.56,3.16,561,3
12w,-0.17,2.73,551,9
12b,0.87,1.04,549,12
13w,-0.05,0.92,547,4
13b,-0.07,0,461,88
14w,0.0,0,505,42
14b,0.04,0.04,457,4
15w,-0.07,0.11000000000000001,498,7
15b,-0.05,0.020000000000000004,422,35
16w,-0.38,0.33,476,22
16b,-0.09,0.29000000000000004,415,7
17w,-0.56,0.4700000000000001,458,18
17b,-0.06,0.5,391,24
18w,-0.06,0,437,21
18b,-0.08,0,388,3
19w,-0.08,0,434,3
19b,-0.07,0.009999999999999995,387,1
20w,-0.08,0.009999999999999995,423,11
20b,-0.05,0.03,383,4
21w,-0.13,0.08,413,10
21b,0.24,0.37,303,80
22w,0.0,0.24,405,8
22b,0.0,0,295,8
23w,-0.26,0.26,402,3
23b,0.3,0.56,294,1
24w,-0.43,0.73,335,67
24b,-0.66,0,261,33
25w,-1.32,0.66,321,14
25b,-0.8,0.52,221,40
26w,-0.94,0.1399999999999999,294,27
26b,-0.78,0.15999999999999992,221,0
27w,-0.81,0.030000000000000027,294,0
27b,-0.61,0.20000000000000007,220,1
28w,-2.8,2.19,290,4
28b,-1.48,1.3199999999999998,205,15
29w,-1.37,0,279,11
29b,-0.8,0.5700000000000001,192,13
30w,-10.0,9.2,271,8
30b,-10.0,0,184,8
31w,-10.0,0,262,9
31b,-10.0,0,182,2
32w,-10.0,0,259,3
32b,-10.0,0,182,0
1w,0.08,0,180,0
1b,0.1,0.020000000000000004,180,0
2w,0.12,0,179,1
2b,0.23,0.11000000000000001,179,1
3w,0.12,0.11000000000000001,178,1
3b,0.2,0.08000000000000002,176,3
4w,0.06,0.14,175,3
4b,0.15,0.09,174,2
5w,-0.07,0.22,174,1
5b,0.0,0.07,171,3
6w,0.0,0,173,1
6b,0.0,0,170,1
7w,0.0,0,171,2
7b,0.0,0,168,2
8w,-0.11,0.11,169,2
8b,-0.05,0.06,165,3
9w,-0.11,0.06,166,3
9b,-0.08,0.03,163,2
10w,-0.13,0.05,164,2
10b,-0.08,0.05,161,2
11w,-0.31,0.22999999999999998,160,4
11b,-0.21,0.1,157,4
12w,-0.2,0,153,7
12b,-0.25,0,155,2
13w,-0.3,0.04999999999999999,152,1
13b,-0.28,0.019999999999999962,152,3
14w,-0.3,0.019999999999999962,150,2
14b,-0.27,0.02999999999999997,152,0
15w,-0.89,0.62,143,7
15b,-0.8,0.08999999999999997,141,11
16w,-0.77,0,139,4
16b,4.51,5.279999999999999,130,11
17w,-10.55,15.06,137,2
17b,-10.37,0.1800000000000015,124,6
18w,-10.0,0,134,3
18b,-10.0,0,122,2
1w,0.08,0,600,0
1b,0.1,0.020000000000000004,600,0
2w,0.17,0,588,12
2b,0.08,0,597,3
3w,0.12,0,584,4
3b,0.36,0.24,594,3
4w,0.2,0.15999999999999998,575,9
4b,0.16,0,591,3
5w,0.1,0.06,569,6
5b,0.3,0.19999999999999998,591,0
6w,0.26,0.03999999999999998,562,7
6b,0.31,0.04999999999999999,589,2
7w,0.31,0,555,7
7b,0.38,0.07,586,3
8w,0.37,0.010000000000000009,547,8
8b,0.88,0.51,579,7
9w,0.75,0.13,539,8
9b,0.77,0.020000000000000018,566,13
10w,0.75,0.020000000000000018,529,10
10b,1.95,1.2,559,7
11w,1.66,0.29000000000000004,521,8
11b,4.41,2.75,552,7
12w,4.27,0.14000000000000057,515,6
12b,4.4,0.13000000000000078,541,11
13w,4.19,0.20999999999999996,510,5
13b,4.38,0.1899999999999995,541,0
14w,4.37,0.009999999999999787,509,1
14b,4.38,0.009999999999999787,530,11
15w,4.37,0.009999999999999787,503,6
15b,5.17,0.7999999999999998,523,7
16w,5.1,0.07000000000000028,496,7
16b,5.28,0.1800000000000006,511,12
17w,5.16,0.1200000000000001,487,9
17b,5.19,0.03000000000000025,508,3
18w,5.01,0.1800000000000006,482,5
18b,5.39,0.3799999999999999,502,6
